epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
35,0.8500000238418579,0.9227612614631653,0.6289084553718567,0.001,0.8464646339416504,0.8551020622253418,0.7809523940086365,0.8906575441360474,0.6853235960006714,0.7398374080657959,0.8666666746139526
36,0.8397959470748901,0.9106372594833374,0.6378378868103027,0.001,0.832335352897644,0.8510203957557678,0.7476190328598022,0.8963718414306641,0.7098034620285034,0.6830986142158508,0.9238095283508301
37,0.8500000238418579,0.9267139434814453,0.603077232837677,0.001,0.8396039605140686,0.8653061389923096,0.8142856955528259,0.9025396108627319,0.6558656096458435,0.7704917788505554,0.8952381014823914
38,0.863265335559845,0.9300895929336548,0.578739583492279,0.001,0.8503937125205994,0.8816326260566711,0.761904776096344,0.9009523391723633,0.6795113682746887,0.7067669034004211,0.8952381014823914
39,0.8683673739433289,0.9317908883094788,0.5694012641906738,0.001,0.867617130279541,0.8693877458572388,0.7952380776405334,0.8961904048919678,0.6581938862800598,0.75,0.8857142925262451
40,0.8551020622253418,0.9178717732429504,0.5898236036300659,0.001,0.8479999899864197,0.8653061389923096,0.8380952477455139,0.8968707323074341,0.6309606432914734,0.7983193397521973,0.9047619104385376
41,0.859183669090271,0.9301000237464905,0.5587843656539917,0.001,0.8424124717712402,0.8836734890937805,0.8142856955528259,0.9061224460601807,0.6153497099876404,0.7704917788505554,0.8952381014823914
42,0.8489795923233032,0.9291234016418457,0.5561144351959229,0.001,0.8433734774589539,0.8571428656578064,0.8142856955528259,0.909795880317688,0.6032586693763733,0.7749999761581421,0.8857142925262451
43,0.8683673739433289,0.9298083782196045,0.5456082224845886,0.001,0.8546168804168701,0.8877550959587097,0.7952380776405334,0.8994104266166687,0.6216808557510376,0.7540983557701111,0.8761904835700989
44,0.8693877458572388,0.9344293475151062,0.5285027623176575,0.001,0.8619999885559082,0.8795918226242065,0.7809523940086365,0.8900680541992188,0.6332326531410217,0.7398374080657959,0.8666666746139526
45,0.8704081773757935,0.9377801418304443,0.5153103470802307,0.001,0.8551859259605408,0.8918367624282837,0.8190476298332214,0.9007709622383118,0.604947030544281,0.7768595218658447,0.8952381014823914
46,0.863265335559845,0.9416118264198303,0.5001440048217773,0.001,0.8560000061988831,0.8734694123268127,0.8095238208770752,0.9011791348457336,0.6146757006645203,0.7642276287078857,0.8952381014823914
47,0.8775510191917419,0.9463390707969666,0.48413801193237305,0.001,0.8714859485626221,0.8857142925262451,0.7952380776405334,0.9000906944274902,0.6378578543663025,0.7313432693481445,0.9333333373069763
48,0.8755102157592773,0.9398521780967712,0.4981931149959564,0.001,0.8679999709129333,0.8857142925262451,0.8142856955528259,0.9118367433547974,0.5827725529670715,0.761904776096344,0.9142857193946838
49,0.8714285492897034,0.9367846846580505,0.5030206441879272,0.001,0.8611111044883728,0.8857142925262451,0.7809523940086365,0.8959183692932129,0.642263650894165,0.7218044996261597,0.9142857193946838
